"SCIENTIFIC_NAME","TAXON_ORDER","CATEGORY","SPECIES_CODE","PRIMARY_COM_NAME","ORDER","FAMILY","REPORT_AS","HebName"
"Corvus sp.",21131,"spuh","y00639","crow/raven sp.","Passeriformes","Corvidae",NA,"עורב בלתי-מזוהה"
"Certhia familiaris/brachydactyla",26465,"slash","y00640","Eurasian/Short-toed Treecreeper","Passeriformes","Certhiidae",NA,"טפס-עצים אירופי/קצר-אצבעות"
"Phylloscopus inornatus/humei",24273,"slash","y00641","Yellow-browed/Hume's Warbler","Passeriformes","Phylloscopidae",NA,"עלווית צהובת-גבות/לבנת-גבות"
"Phylloscopus nitidus/trochiloides",24393,"slash","y00642","Green/Greenish Warbler","Passeriformes","Phylloscopidae",NA,"עלווית בלטית/הרים"
"Iduna caligata/rama",23109,"slash","y00643","Booted/Sykes's Warbler","Passeriformes","Acrocephalidae",NA,"שיחנית גמדית/אסייתית"
"Hippolais polyglotta/icterina",23128,"slash","y00644","Melodious/Icterine Warbler","Passeriformes","Acrocephalidae",NA,"שיחנית צהובת-בטן/רוננת"
"Setophaga townsendi/occidentalis",33517,"slash","y00645","Townsend's/Hermit Warbler","Passeriformes","Parulidae",NA,"Townsend's/Hermit Warbler"
"Peucaea botterii/cassinii",32262,"slash","y00646","Botteri's/Cassin's Sparrow","Passeriformes","Passerellidae",NA,"Botteri's/Cassin's Sparrow"
"Cardinalis cardinalis/sinuatus",33836,"slash","y00647","Northern Cardinal/Pyrrhuloxia","Passeriformes","Cardinalidae",NA,"Northern Cardinal/Pyrrhuloxia"
"Charadrius mongolus/leschenaultii",5812,"slash","y00648","sand-plover sp.","Charadriiformes","Charadriidae",NA,"sand-plover sp."
"Delichon urbicum/dasypus",23739,"slash","y00649","Siberian/Asian House-Martin","Passeriformes","Hirundinidae",NA,"טסית בתים/אסייתית"
"Phylloscopus tephrocephalus/valentini",24381,"slash","y00650","Gray-crowned/Bianchi's Warbler","Passeriformes","Phylloscopidae",NA,"Gray-crowned/Bianchi's Warbler"
"Agelaius phoeniceus/tricolor",33132,"slash","y00651","Red-winged/Tricolored Blackbird","Passeriformes","Icteridae",NA,"Red-winged/Tricolored Blackbird"
"Alauda arvensis/gulgula",22242,"slash","y00652","Eurasian/Oriental Skylark","Passeriformes","Alaudidae",NA,"זרעית בלתי-מזוהה"
"Alcippe grotei/peracensis",25849,"slash","y00653","Black-browed/Mountain Fulvetta","Passeriformes","Leiothrichidae",NA,"Black-browed/Mountain Fulvetta"
"Cyanerpes lucidus/cyaneus",34474,"slash","y00654","Shining/Red-legged Honeycreeper","Passeriformes","Thraupidae",NA,"Shining/Red-legged Honeycreeper"
"Larus occidentalis/glaucescens",6489,"slash","y00656","Western/Glaucous-winged Gull","Charadriiformes","Laridae",NA,"Western/Glaucous-winged Gull"
"Penelope marail/jacquacu",854,"slash","y00657","Marail/Spix's Guan","Galliformes","Cracidae",NA,"Marail/Spix's Guan"
"Pernis apivorus/ptilorhynchus",7622,"slash","y00658","European/Oriental Honey-buzzard","Accipitriformes","Accipitridae",NA,"איית צרעים/מזרחית"
"Phoeniculus purpureus/damarensis",9335,"slash","y00659","Green/Violet Woodhoopoe","Bucerotiformes","Phoeniculidae",NA,"Green/Violet Woodhoopoe"
"Pseudocolopteryx flaviventris/citreola",16227,"slash","y00660","Warbling/Ticking Doradito","Passeriformes","Tyrannidae",NA,"Warbling/Ticking Doradito"
"Sternula albifrons/antillarum",6573,"slash","y00661","Little/Least Tern","Charadriiformes","Laridae",NA,"שחפית גמדית/זעירה"
"Sternula albifrons/saundersi",6584,"slash","y00662","Little/Saunders's Tern","Charadriiformes","Laridae",NA,"שחפית גמדית/אפורת-זנב"
"Tephrodornis virgatus/pondicerianus",19463,"slash","y00663","Large/Common Woodshrike","Passeriformes","Vangidae",NA,"Large/Common Woodshrike"
"Tympanuchus cupido/pallidicinctus",1275,"slash","y00664","Greater/Lesser Prairie-Chicken","Galliformes","Phasianidae",NA,"Greater/Lesser Prairie-Chicken"
"Vermivora chrysoptera/cyanoptera",33284,"slash","y00665","Golden-winged/Blue-winged Warbler","Passeriformes","Parulidae",NA,"Golden-winged/Blue-winged Warbler"
"Accipiter cooperii/gentilis",8076,"slash","y00666","Cooper's Hawk/American Goshawk","Accipitriformes","Accipitridae",NA,"Cooper's Hawk/American Goshawk"
"Acrocephalus scirpaceus/arundinaceus",23186,"slash","y00667","Common/Great Reed Warbler","Passeriformes","Acrocephalidae",NA,"קנית קטנה/אירופית"
"Actitis hypoleucos/macularius",6117,"slash","y00668","Common/Spotted Sandpiper","Charadriiformes","Scolopacidae",NA,"ביצנית לבנת-בטן/נקודה"
"Aeronautes montivagus/andecolus",4112,"slash","y00669","White-tipped/Andean Swift","Caprimulgiformes","Apodidae",NA,"White-tipped/Andean Swift"
"Mareca penelope/americana",483,"slash","y00670","Eurasian/American Wigeon","Anseriformes","Anatidae",NA,"ברווז צהוב-מצח/אמריקני"
"Anthus pratensis/spinoletta",31220,"slash","y00671","Meadow/Water Pipit","Passeriformes","Motacillidae",NA,"פפיון שדות/מים"
"Anthus pratensis/trivialis",31205,"slash","y00672","Meadow/Tree Pipit","Passeriformes","Motacillidae",NA,"פפיון שדות/עצים"
"Asio otus/flammeus",9000,"slash","y00673","Long-eared/Short-eared Owl","Strigiformes","Strigidae",NA,"ינשוף עצים/שדות"
"Bonasa umbellus/Canachites canadensis",1347,"slash","y00674","Ruffed/Spruce Grouse","Galliformes","Phasianidae",NA,"Ruffed/Spruce Grouse"
"Calandrella brachydactyla/Alaudala sp.",22190,"slash","y00675","Greater Short-toed Lark/Alaudala sp.","Passeriformes","Alaudidae",NA,"עפרונן בלתי-מזוהה"
"Calonectris diomedea/edwardsii",6977,"slash","y00676","Cory's/Scopoli's/Cape Verde Shearwater","Procellariiformes","Procellariidae",NA,"יסעור גדול/צפוני/כף ורדה"
"Caprimulgus ruficollis/europaeus",3636,"slash","y00677","Red-necked/Eurasian Nightjar","Caprimulgiformes","Caprimulgidae",NA,"תחמס אירופי/חום-צווארון"
"Caracara plancus",11633,"species","y00678","Crested Caracara","Falconiformes","Falconidae",NA,"Crested Caracara"
"Campephilus sp./Dryocopus lineatus",11434,"slash","y00679","Campephilus sp./Lineated Woodpecker","Piciformes","Picidae",NA,"Campephilus sp./Lineated Woodpecker"
"Fulica atra/cristata",5413,"slash","y00680","Eurasian/Red-knobbed Coot","Gruiformes","Rallidae",NA,"אגמית מצויה/מצויצת"
"Geranoaetus/Buteo sp.",8298,"spuh","y00681","Geranoaetus/Buteo sp.","Accipitriformes","Accipitridae",NA,"Geranoaetus/Buteo sp."
"Larus argentatus/glaucoides",6468,"slash","y00682","American Herring/Iceland Gull","Charadriiformes","Laridae",NA,"American Herring/Iceland Gull"
"Larus occidentalis/livens",6436,"slash","y00683","Yellow-footed/Western Gull","Charadriiformes","Laridae",NA,"Yellow-footed/Western Gull"
"Lesbia victoriae/nuna",4455,"slash","y00684","Black-tailed/Green-tailed Trainbearer","Caprimulgiformes","Trochilidae",NA,"Black-tailed/Green-tailed Trainbearer"
"Leucophaeus atricilla/pipixcan",6402,"slash","y00685","Laughing/Franklin's Gull","Charadriiformes","Laridae",NA,"שחף אפור-זנב/צוחק"
"Limnornis curvirostris/Limnoctites rectirostris",15077,"slash","y00686","Curve-billed/Straight-billed Reedhaunter","Passeriformes","Furnariidae",NA,"Curve-billed/Straight-billed Reedhaunter"
"Melanocorypha bimaculata/calandra",22154,"slash","y00687","Bimaculated/Calandra Lark","Passeriformes","Alaudidae",NA,"עפרוני פסגות/ענק"
"Melospiza lincolnii/georgiana",32644,"slash","y00688","Lincoln's/Swamp Sparrow","Passeriformes","Passerellidae",NA,"Lincoln's/Swamp Sparrow"
"Micrastur ruficollis/gilvicollis",11629,"slash","y00689","Barred/Lined Forest-Falcon","Falconiformes","Falconidae",NA,"Barred/Lined Forest-Falcon"
"Sciaphylax hemimelaena/castanea",13667,"slash","y00690","Chestnut-tailed/Zimmer's Antbird","Passeriformes","Thamnophilidae",NA,"Chestnut-tailed/Zimmer's Antbird"
"Oriolus oriolus/kundoo",19142,"slash","y00691","Eurasian/Indian Golden Oriole","Passeriformes","Oriolidae",NA,"זהבן מחלל/הודי"
"Passer domesticus/italiae",30903,"slash","y00692","House/Italian Sparrow","Passeriformes","Passeridae",NA,"דרור הבית/איטלקי"
"Phaethornis ruber/stuarti",4269,"slash","y00693","Reddish/White-browed Hermit","Caprimulgiformes","Trochilidae",NA,"Reddish/White-browed Hermit"
"Phalacrocorax carbo/Nannopterum auritum",7194,"slash","y00694","Great/Double-crested Cormorant","Suliformes","Phalacrocoracidae",NA,"קורמורן גדול/אמריקני"
"Plectrophenax nivalis/hyperboreus",32012,"slash","y00695","Snow/McKay's Bunting","Passeriformes","Calcariidae",NA,"Snow/McKay's Bunting"
"Poecile palustris/montanus",21556,"slash","y00696","Marsh/Willow Tit","Passeriformes","Paridae",NA,"ירגזי ביצות/הרים"
"Rissa tridactyla/brevirostris",6359,"slash","y00697","Black-legged/Red-legged Kittiwake","Charadriiformes","Laridae",NA,"Black-legged/Red-legged Kittiwake"
"Spinus magellanicus/olivaceus",31987,"slash","y00698","Hooded/Olivaceous Siskin","Passeriformes","Fringillidae",NA,"Hooded/Olivaceous Siskin"
"Sporophila bouvronides/lineola",34800,"slash","y00699","Lesson's/Lined Seedeater","Passeriformes","Thraupidae",NA,"Lesson's/Lined Seedeater"
"Synallaxis azarae/courseni",15237,"slash","y00700","Azara's/Apurimac Spinetail","Passeriformes","Furnariidae",NA,"Azara's/Apurimac Spinetail"
"Tachycineta bicolor/thalassina",23548,"slash","y00701","Tree/Violet-green Swallow","Passeriformes","Hirundinidae",NA,"Tree/Violet-green Swallow"
"Tachycineta leucorrhoa/leucopyga",23538,"slash","y00702","White-rumped/Chilean Swallow","Passeriformes","Hirundinidae",NA,"White-rumped/Chilean Swallow"
"Thamnomanes caesius/schistogynus",13313,"slash","y00703","Cinereous/Bluish-slate Antshrike","Passeriformes","Thamnophilidae",NA,"Cinereous/Bluish-slate Antshrike"
"Vireo philadelphicus/gilvus",18782,"slash","y00704","Philadelphia/Warbling Vireo","Passeriformes","Vireonidae",NA,"Philadelphia/Warbling Vireo"
"Calidris acuminata/melanotos",6041,"slash","y00705","Sharp-tailed/Pectoral Sandpiper","Charadriiformes","Scolopacidae",NA,"חופית כהת-חזה/חדת-זנב"
"Dendroplex picus/kienerii",14495,"slash","y00706","Straight-billed/Zimmer's Woodcreeper","Passeriformes","Furnariidae",NA,"Straight-billed/Zimmer's Woodcreeper"
"Anser albifrons/erythropus",279,"slash","y00707","Greater/Lesser White-fronted Goose","Anseriformes","Anatidae",NA,"אווז לבן-מצח/קטן"
"Cygnus columbianus/cygnus",369,"slash","y00708","Tundra/Whooper Swan","Anseriformes","Anatidae",NA,"ברבור קטן/שר"
"Aythya nyroca/baeri",633,"slash","y00709","Ferruginous Duck/Baer's Pochard","Anseriformes","Anatidae",NA,"צולל ביצות/מזרח אסייתי"
"Nomonyx dominicus/Oxyura jamaicensis",728,"slash","y00710","Masked/Ruddy Duck","Anseriformes","Anatidae",NA,"Masked/Ruddy Duck"
"Callipepla californica/gambelii",1050,"slash","y00711","California/Gambel's Quail","Galliformes","Odontophoridae",NA,"California/Gambel's Quail"
"Perdicula asiatica/argoondah",1717,"slash","y00712","Jungle/Rock Bush-Quail","Galliformes","Phasianidae",NA,"Jungle/Rock Bush-Quail"
"Pterodroma cahow/hasitata",6914,"slash","y00713","Bermuda/Black-capped Petrel","Procellariiformes","Procellariidae",NA,"Bermuda/Black-capped Petrel"
"Puffinus baroli/boydi",7017,"slash","y00714","Barolo/Boyd's Shearwater (Macaronesian Shearwater)","Procellariiformes","Procellariidae",NA,"Barolo/Boyd's Shearwater (Macaronesian Shearwater)"
"Hydrobates melania/markhami",6857,"slash","y00715","Black/Markham's Storm-Petrel","Procellariiformes","Hydrobatidae",NA,"Black/Markham's Storm-Petrel"
"Leptoptilos javanicus/dubius",7074,"slash","y00716","Lesser/Greater Adjutant","Ciconiiformes","Ciconiidae",NA,"Lesser/Greater Adjutant"
"Ardea alba/intermedia",7334,"slash","y00717","Great/Intermediate Egret-","Pelecaniformes","Ardeidae",NA,"Great/Intermediate Egret-"
"Clanga pomarina/clanga",7781,"slash","y00718","Lesser/Greater Spotted Eagle","Accipitriformes","Accipitridae",NA,"עיט חורש/צפרדעים"
"Clanga hastata/clanga",7782,"slash","y00719","Indian/Greater Spotted Eagle","Accipitriformes","Accipitridae",NA,"עיט הודי/צפרדעים"
"Circus macrourus/pygargus",7880,"slash","y00720","Pallid/Montagu's Harrier","Accipitriformes","Accipitridae",NA,"זרון פס/שדות"
"Haliaeetus humilis/ichthyaetus",8121,"slash","y00721","Lesser/Gray-headed Fish-Eagle","Accipitriformes","Accipitridae",NA,"Lesser/Gray-headed Fish-Eagle"
"Recurvirostridae sp.",5708,"spuh","y00722","stilt/avocet sp.","Charadriiformes","Recurvirostridae",NA,"stilt/avocet sp."
"Gallinago stenura/megala",6099,"slash","y00723","Swinhoe's/Pin-tailed Snipe","Charadriiformes","Scolopacidae",NA,"חרטומית סיבירית/חדת-זנב"
"Larus michahellis/cachinnans",6457,"slash","y00724","Caspian/Yellow-legged Gull","Charadriiformes","Laridae",NA,"שחף כוזרי/צהוב-רגל"
"Larus michahellis/cachinnans/armenicus",6459,"slash","y00725","Caspian/Yellow-legged/Armenian Gull","Charadriiformes","Laridae",NA,"שחף צהוב-רגל/כוזרי/ארמני"
"Larus argentatus/fuscus",6480,"slash","y00726","Herring complex/Lesser Black-backed Gull","Charadriiformes","Laridae",NA,"Herring complex/Lesser Black-backed Gull"
"Sterna hirundo/forsteri",6644,"slash","y00727","Forster's/Common Tern","Charadriiformes","Laridae",NA,"Forster's/Common Tern"
"Laridae sp.",6686,"spuh","y00728","gull/tern sp.","Charadriiformes","Laridae",NA,"שחף/שחפית בלתי-מזוהה"
"Cuculus canorus/optatus",3405,"slash","y00729","Common/Oriental Cuckoo","Cuculiformes","Cuculidae",NA,"קוקיה אירופית/מזרחית"
"Cuculus saturatus/optatus",3404,"slash","y00730","Himalayan/Oriental Cuckoo","Cuculiformes","Cuculidae",NA,"קוקיה מזרחית/הימלאית"
"Aerodramus fuciphagus/germani",4016,"slash","y00731","White-nest Swiftlet","Caprimulgiformes","Apodidae",NA,"White-nest Swiftlet"
"Apus apus/pallidus",4052,"slash","y00732","Common/Pallid Swift","Caprimulgiformes","Apodidae",NA,"סיס חומות/סיס חוורוור"
"Electron carinatum/platyrhynchum",9535,"slash","y00733","Keel-billed/Broad-billed Motmot","Coraciiformes","Momotidae",NA,"Keel-billed/Broad-billed Motmot"
"Merops persicus/philippinus",10020,"slash","y00734","Blue-cheeked/Blue-tailed Bee-eater","Coraciiformes","Meropidae",NA,"Blue-cheeked/Blue-tailed Bee-eater"
"Yungipicus nanus/canicapillus",10936,"slash","y00735","Brown-capped/Gray-capped Pygmy Woodpecker","Piciformes","Picidae",NA,"Brown-capped/Gray-capped Pygmy Woodpecker"
"Picus chlorolophus/Chrysophlegma flavinucha",11371,"slash","y00736","Lesser/Greater Yellownape","Piciformes","Picidae",NA,"Lesser/Greater Yellownape"
"Chrysocolaptes guttacristatus/Dinopium javanense",11293,"slash","y00737","Greater/Common Flameback","Piciformes","Picidae",NA,"Greater/Common Flameback"
"Xenops tenuirostris/rutilans",14604,"slash","y00738","Slender-billed/Streaked Xenops","Passeriformes","Furnariidae",NA,"Slender-billed/Streaked Xenops"
"Elaenia parvirostris/albiceps",16296,"slash","y00739","Small-billed/White-crested Elaenia","Passeriformes","Tyrannidae",NA,"Small-billed/White-crested Elaenia"
"Tyrannus albogularis/melancholicus",17029,"slash","y00740","White-throated/Tropical Kingbird","Passeriformes","Tyrannidae",NA,"White-throated/Tropical Kingbird"
"Vireo philadelphicus/olivaceus",18796,"slash","y00741","Philadelphia/Red-eyed Vireo","Passeriformes","Vireonidae",NA,"Philadelphia/Red-eyed Vireo"
"Terpsiphone incei/affinis/paradisi",20249,"slash","y00742","Amur/Blyth's/Indian Paradise-Flycatcher","Passeriformes","Monarchidae",NA,"Amur/Blyth's/Indian Paradise-Flycatcher"
"Corvus corone/cornix",21083,"slash","y00743","Carrion/Hooded Crow","Passeriformes","Corvidae",NA,"עורב אפור/אירופי"
"Mirafra affinis/erythroptera",22056,"slash","y00744","Jerdon's/Indian Bushlark","Passeriformes","Alaudidae",NA,"Jerdon's/Indian Bushlark"
"Progne subis/elegans",23525,"slash","y00745","Purple/Southern Martin","Passeriformes","Hirundinidae",NA,"Purple/Southern Martin"
"Hirundo rustica/tahitica",23647,"slash","y00746","Pacific/Barn Swallow","Passeriformes","Hirundinidae",NA,"Pacific/Barn Swallow"
"Horornis diphone/canturians",24615,"slash","y00747","Japanese/Manchurian Bush Warbler","Passeriformes","Scotocercidae",NA,"Japanese/Manchurian Bush Warbler"
"Horornis fortipes/acanthizoides",24635,"slash","y00748","Brownish-flanked/Yellowish-bellied Bush Warbler","Passeriformes","Scotocercidae",NA,"Brownish-flanked/Yellowish-bellied Bush Warbler"
