SciName,campaign,year,season,unit,subunit,site,point_name,habitat,lon,lat,date,time,rad_0_20,rad_20_100,rad_100_250,rad_over_250,protocol,monitors_name,comment_weather,comment_disturbances,notes,record_id,total_count,weather_desc,wind,precipitation,temperature,clouds,disturbances,pilot,agriculture,settlements,dunes,land_use,interaction,protocol.version,established,SPECIES_CODE,count_under_250
Curruca communis,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Hatzor,Hatzor Near 2,Limestone,35.54788,33.01383,11/04/2018 00:00,06:47:00,0,0,1,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,Near,NA,NA,NA,,NA,NA,grewhi1,1
Curruca melanocephala,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Hatzor,Hatzor Near 2,Limestone,35.54788,33.01383,11/04/2018 00:00,06:47:00,2,1,0,0,A,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,FALSE,Near,NA,NA,NA,,NA,NA,sarwar1,3
Curruca melanocephala,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Hatzor,Hatzor Near 2,Limestone,35.54788,33.01383,11/04/2018 00:00,06:47:00,2,1,0,0,B,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,FALSE,Near,NA,NA,NA,,NA,NA,sarwar1,3
Turdus merula,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Hatzor,Hatzor Near 2,Limestone,35.54788,33.01383,11/04/2018 00:00,06:47:00,1,0,1,0,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,Near,NA,NA,NA,,NA,NA,eurbla,2
Turdus merula,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Hatzor,Hatzor Near 2,Limestone,35.54788,33.01383,11/04/2018 00:00,06:47:00,0,0,1,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,Near,NA,NA,NA,,NA,NA,eurbla,1
Upupa epops,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Hatzor,Hatzor Near 2,Limestone,35.54788,33.01383,11/04/2018 00:00,06:47:00,0,0,0,1,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,Near,NA,NA,NA,,NA,NA,hoopoe,0
Carduelis carduelis,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Hatzor,Hatzor Near 3,Limestone,35.54918,33.02832,11/04/2018 00:00,08:33:00,0,0,0,2,B,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,Near,NA,NA,NA,,NA,NA,eurgol,0
Corvus cornix,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Hatzor,Hatzor Near 3,Limestone,35.54918,33.02832,11/04/2018 00:00,08:33:00,0,0,2,0,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,Near,NA,NA,NA,,NA,NA,hoocro1,2
Corvus cornix,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Hatzor,Hatzor Near 3,Limestone,35.54918,33.02832,11/04/2018 00:00,08:33:00,0,0,1,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,Near,NA,NA,NA,,NA,NA,hoocro1,1
Galerida cristata,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Hatzor,Hatzor Near 3,Limestone,35.54918,33.02832,11/04/2018 00:00,08:33:00,0,0,0,1,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,Near,NA,NA,NA,,NA,NA,crelar1,0
Cecropis daurica,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Hatzor,Hatzor Near 3,Limestone,35.54918,33.02832,11/04/2018 00:00,08:33:00,4,0,0,0,A,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,FALSE,Near,NA,NA,NA,,NA,NA,rerswa1,4
Merops apiaster,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Hatzor,Hatzor Near 3,Limestone,35.54918,33.02832,11/04/2018 00:00,08:33:00,0,0,0,5,A,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,FALSE,Near,NA,NA,NA,,NA,NA,eubeat1,0
Merops apiaster,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Hatzor,Hatzor Near 3,Limestone,35.54918,33.02832,11/04/2018 00:00,08:33:00,0,1,0,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,Near,NA,NA,NA,,NA,NA,eubeat1,1
Milvus migrans,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Hatzor,Hatzor Near 3,Limestone,35.54918,33.02832,11/04/2018 00:00,08:33:00,0,0,1,1,B,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,Near,NA,NA,NA,,NA,NA,blakit1,1
Cinnyris osea,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Hatzor,Hatzor Near 3,Limestone,35.54918,33.02832,11/04/2018 00:00,08:33:00,2,2,2,0,A,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,FALSE,Near,NA,NA,NA,,NA,NA,palsun2,6
Cinnyris osea,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Hatzor,Hatzor Near 3,Limestone,35.54918,33.02832,11/04/2018 00:00,08:33:00,1,0,2,0,B,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,FALSE,Near,NA,NA,NA,,NA,NA,palsun2,3
Parus major,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Hatzor,Hatzor Near 3,Limestone,35.54918,33.02832,11/04/2018 00:00,08:33:00,0,1,0,0,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,Near,NA,NA,NA,,NA,NA,gretit1,1
Pycnonotus xanthopygos,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Hatzor,Hatzor Near 3,Limestone,35.54918,33.02832,11/04/2018 00:00,08:33:00,0,2,2,0,A,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,FALSE,Near,NA,NA,NA,,NA,NA,whsbul1,4
Spilopelia senegalensis,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Hatzor,Hatzor Near 3,Limestone,35.54918,33.02832,11/04/2018 00:00,08:33:00,0,1,0,0,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,Near,NA,NA,NA,,NA,NA,laudov1,1
Streptopelia decaocto,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Hatzor,Hatzor Near 3,Limestone,35.54918,33.02832,11/04/2018 00:00,08:33:00,1,0,2,1,A,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,FALSE,Near,NA,NA,NA,,NA,NA,eucdov,3
Streptopelia decaocto,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Hatzor,Hatzor Near 3,Limestone,35.54918,33.02832,11/04/2018 00:00,08:33:00,0,0,1,1,B,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,Near,NA,NA,NA,,NA,NA,eucdov,1
Curruca melanocephala,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Hatzor,Hatzor Near 3,Limestone,35.54918,33.02832,11/04/2018 00:00,08:33:00,1,0,1,0,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,Near,NA,NA,NA,,NA,NA,sarwar1,2
Curruca melanocephala,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Hatzor,Hatzor Near 3,Limestone,35.54918,33.02832,11/04/2018 00:00,08:33:00,1,1,0,0,B,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,Near,NA,NA,NA,,NA,NA,sarwar1,2
Turdus merula,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Hatzor,Hatzor Near 3,Limestone,35.54918,33.02832,11/04/2018 00:00,08:33:00,0,1,0,0,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,Near,NA,NA,NA,,NA,NA,eurbla,1
Turdus merula,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Hatzor,Hatzor Near 3,Limestone,35.54918,33.02832,11/04/2018 00:00,08:33:00,0,0,0,1,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,Near,NA,NA,NA,,NA,NA,eurbla,0
Accipiter nisus,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 1,Basalt,35.59929,32.94237,30/03/2018 00:00,12:05:00,0,0,0,1,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,eurspa1,0
Accipiter nisus,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 1,Basalt,35.59929,32.94237,30/03/2018 00:00,12:05:00,0,0,0,1,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,eurspa1,0
Alectoris chukar,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 1,Basalt,35.59929,32.94237,30/03/2018 00:00,12:05:00,0,0,0,1,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,chukar,0
Calandrella brachydactyla,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 1,Basalt,35.59929,32.94237,30/03/2018 00:00,12:05:00,1,0,0,0,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,gstlar1,1
Galerida cristata,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 1,Basalt,35.59929,32.94237,30/03/2018 00:00,12:05:00,0,1,2,0,A,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,crelar1,3
Galerida cristata,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 1,Basalt,35.59929,32.94237,30/03/2018 00:00,12:05:00,0,1,1,4,B,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,crelar1,2
Oenanthe melanoleuca,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 1,Basalt,35.59929,32.94237,30/03/2018 00:00,12:05:00,0,0,1,0,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,bkewhe2,1
Oenanthe melanoleuca,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 1,Basalt,35.59929,32.94237,30/03/2018 00:00,12:05:00,0,0,1,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,bkewhe2,1
Passer hispaniolensis,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 1,Basalt,35.59929,32.94237,30/03/2018 00:00,12:05:00,30,0,0,0,B,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,spaspa1,30
Streptopelia decaocto,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 1,Basalt,35.59929,32.94237,30/03/2018 00:00,12:05:00,1,0,0,0,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,eucdov,1
Curruca communis,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 1,Basalt,35.59929,32.94237,30/03/2018 00:00,12:05:00,0,1,0,0,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,grewhi1,1
Upupa epops,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 1,Basalt,35.59929,32.94237,30/03/2018 00:00,12:05:00,1,0,0,0,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,hoopoe,1
Accipiter nisus,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 2,Basalt,35.57977,32.93634,30/03/2018 00:00,11:30:00,0,0,1,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,eurspa1,1
Alectoris chukar,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 2,Basalt,35.57977,32.93634,30/03/2018 00:00,11:30:00,0,0,0,2,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,chukar,0
Alectoris chukar,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 2,Basalt,35.57977,32.93634,30/03/2018 00:00,11:30:00,0,0,2,0,B,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,chukar,2
Anthus trivialis,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 2,Basalt,35.57977,32.93634,30/03/2018 00:00,11:30:00,0,1,1,0,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,trepip,2
Anthus trivialis,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 2,Basalt,35.57977,32.93634,30/03/2018 00:00,11:30:00,0,0,1,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,trepip,1
Buteo rufinus,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 2,Basalt,35.57977,32.93634,30/03/2018 00:00,11:30:00,0,0,1,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,lolbuz1,1
Carduelis carduelis,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 2,Basalt,35.57977,32.93634,30/03/2018 00:00,11:30:00,0,0,2,0,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,eurgol,2
Carduelis carduelis,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 2,Basalt,35.57977,32.93634,30/03/2018 00:00,11:30:00,2,0,0,0,B,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,eurgol,2
Corvus cornix,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 2,Basalt,35.57977,32.93634,30/03/2018 00:00,11:30:00,0,0,6,0,A,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,hoocro1,6
Galerida cristata,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 2,Basalt,35.57977,32.93634,30/03/2018 00:00,11:30:00,0,2,1,2,A,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,crelar1,3
Galerida cristata,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 2,Basalt,35.57977,32.93634,30/03/2018 00:00,11:30:00,1,0,0,2,B,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,crelar1,1
Lanius excubitor,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 2,Basalt,35.57977,32.93634,30/03/2018 00:00,11:30:00,0,1,0,0,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,norshr1,1
Lanius excubitor,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 2,Basalt,35.57977,32.93634,30/03/2018 00:00,11:30:00,0,1,0,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,norshr1,1
Emberiza calandra,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 2,Basalt,35.57977,32.93634,30/03/2018 00:00,11:30:00,22,0,0,0,B,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,corbun1,22
Curruca communis,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 2,Basalt,35.57977,32.93634,30/03/2018 00:00,11:30:00,0,0,0,1,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,grewhi1,0
Alectoris chukar,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 3,Basalt,35.58263,32.92036,30/03/2018 00:00,09:59:00,0,2,0,0,B,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,chukar,2
Anthus cervinus,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 3,Basalt,35.58263,32.92036,30/03/2018 00:00,09:59:00,0,0,2,0,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,retpip,2
Anthus similis,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 3,Basalt,35.58263,32.92036,30/03/2018 00:00,09:59:00,0,1,0,0,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,lobpip1,1
Anthus similis,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 3,Basalt,35.58263,32.92036,30/03/2018 00:00,09:59:00,0,1,0,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,lobpip1,1
Anthus trivialis,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 3,Basalt,35.58263,32.92036,30/03/2018 00:00,09:59:00,0,35,0,0,A,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,trepip,35
Anthus trivialis,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 3,Basalt,35.58263,32.92036,30/03/2018 00:00,09:59:00,0,2,1,0,B,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,trepip,3
Carduelis carduelis,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 3,Basalt,35.58263,32.92036,30/03/2018 00:00,09:59:00,0,1,0,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,eurgol,1
Corvus cornix,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 3,Basalt,35.58263,32.92036,30/03/2018 00:00,09:59:00,0,0,0,2,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,hoocro1,0
Corvus cornix,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 3,Basalt,35.58263,32.92036,30/03/2018 00:00,09:59:00,0,0,0,1,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,hoocro1,0
Galerida cristata,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 3,Basalt,35.58263,32.92036,30/03/2018 00:00,09:59:00,0,2,1,0,A,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,crelar1,3
Galerida cristata,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 3,Basalt,35.58263,32.92036,30/03/2018 00:00,09:59:00,0,0,2,3,B,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,crelar1,2
Cecropis daurica,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 3,Basalt,35.58263,32.92036,30/03/2018 00:00,09:59:00,8,0,0,0,A,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,rerswa1,8
Hirundo rustica,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 3,Basalt,35.58263,32.92036,30/03/2018 00:00,09:59:00,0,3,0,0,A,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,barswa,3
Parus major,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 3,Basalt,35.58263,32.92036,30/03/2018 00:00,09:59:00,0,1,0,0,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,gretit1,1
Streptopelia decaocto,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 3,Basalt,35.58263,32.92036,30/03/2018 00:00,09:59:00,1,0,1,0,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,eucdov,2
Streptopelia decaocto,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 3,Basalt,35.58263,32.92036,30/03/2018 00:00,09:59:00,1,1,0,0,B,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,eucdov,2
Curruca communis,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 3,Basalt,35.58263,32.92036,30/03/2018 00:00,09:59:00,0,2,0,0,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,grewhi1,2
Curruca communis,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Far 3,Basalt,35.58263,32.92036,30/03/2018 00:00,09:59:00,1,0,0,1,B,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,Far,NA,NA,NA,,NA,NA,grewhi1,1
Streptopelia decaocto,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Near 1,Basalt,35.59383,32.90424,30/03/2018 00:00,07:00:00,2,0,1,4,B,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,FALSE,Near,NA,NA,NA,,NA,NA,eucdov,3
Curruca communis,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Near 1,Basalt,35.59383,32.90424,30/03/2018 00:00,07:00:00,0,0,2,0,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,Near,NA,NA,NA,,NA,NA,grewhi1,2
Curruca communis,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Near 1,Basalt,35.59383,32.90424,30/03/2018 00:00,07:00:00,0,0,1,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,Near,NA,NA,NA,,NA,NA,grewhi1,1
Curruca melanocephala,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Near 1,Basalt,35.59383,32.90424,30/03/2018 00:00,07:00:00,0,2,0,0,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,Near,NA,NA,NA,,NA,NA,sarwar1,2
Curruca melanocephala,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Near 1,Basalt,35.59383,32.90424,30/03/2018 00:00,07:00:00,1,1,1,0,B,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,FALSE,Near,NA,NA,NA,,NA,NA,sarwar1,3
Turdus merula,T2,2018,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Near 1,Basalt,35.59383,32.90424,30/03/2018 00:00,07:00:00,0,1,0,0,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,Near,NA,NA,NA,,NA,NA,eurbla,1
Alectoris chukar,T3,2020,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Near 1,Basalt,35.59383,32.90424,07/03/2020 02:00,08:58:40,0,2,0,0,A,Other,מעונן חלקית,NA,NA,146,2,part.cloudy,NA,NA,NA,2,NA,FALSE,Near,NA,NA,NA,,NA,NA,chukar,2
Anthus pratensis,T3,2020,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Near 1,Basalt,35.59383,32.90424,07/03/2020 02:00,08:58:40,0,1,0,0,B,Other,מעונן חלקית,NA,NA,146,1,part.cloudy,NA,NA,NA,2,NA,FALSE,Near,NA,NA,NA,,NA,NA,meapip1,1
Linaria cannabina,T3,2020,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Near 1,Basalt,35.59383,32.90424,07/03/2020 02:00,08:58:40,0,1,0,0,A,Other,מעונן חלקית,NA,NA,146,1,part.cloudy,NA,NA,NA,2,NA,FALSE,Near,NA,NA,NA,,NA,NA,eurlin1,1
Chloris chloris,T3,2020,Spring,Herbaceous and Dwarf-Shrub Vegetation,NA,Karei Deshe,Karei Deshe Near 1,Basalt,35.59383,32.90424,07/03/2020 02:00,08:58:40,1,0,2,0,A,Other,מעונן חלקית,NA,NA,146,3,part.cloudy,NA,NA,NA,2,NA,FALSE,Near,NA,NA,NA,,NA,NA,eurgre1,3
